target,cause,feature,coefficient,absolute_coefficient,effect
target_1,Потеря ориентации в установке,action_mean_interval_s,0.02460366433586345,0.02460366433586345,increases_probability
target_1,Потеря ориентации в установке,error_first_at_s,0.023057933952463604,0.023057933952463604,increases_probability
target_1,Потеря ориентации в установке,alarm_severity_high_count,0.020864828898375046,0.020864828898375046,increases_probability
target_1,Потеря ориентации в установке,expected_completion_ratio,-0.004320812880729519,0.004320812880729519,decreases_probability
target_1,Потеря ориентации в установке,session_duration_sim_s,0.0023176610096453127,0.0023176610096453127,increases_probability
target_2,Долгое время реакции,error_delayed_action_count,1.1312387468065501,1.1312387468065501,increases_probability
target_2,Долгое время реакции,alarm_max_relevant_action_delay_s,1.0760284356529273,1.0760284356529273,increases_probability
target_2,Долгое время реакции,action_max_idle_s,1.0310538373204583,1.0310538373204583,increases_probability
target_2,Долгое время реакции,alarm_mean_relevant_action_delay_s,1.00910761363886,1.00910761363886,increases_probability
target_2,Долгое время реакции,action_max_interval_s,0.938359408528436,0.938359408528436,increases_probability
target_2,Долгое время реакции,time_to_first_action_s,0.8506343026301861,0.8506343026301861,increases_probability
target_2,Долгое время реакции,action_correct_ratio,0.24050287772208234,0.24050287772208234,increases_probability
target_2,Долгое время реакции,error_unique_type_count,0.23467416013743111,0.23467416013743111,increases_probability
target_2,Долгое время реакции,error_count,0.16948467885920232,0.16948467885920232,increases_probability
target_2,Долгое время реакции,error_wrong_action_type_count,-0.14692392533633014,0.14692392533633014,decreases_probability
target_2,Долгое время реакции,error_missed_action_count,-0.13392377682685583,0.13392377682685583,decreases_probability
target_2,Долгое время реакции,action_count,-0.13360290112411224,0.13360290112411224,decreases_probability
target_2,Долгое время реакции,action_repeated_count,-0.13147808758836968,0.13147808758836968,decreases_probability
target_2,Долгое время реакции,error_wrong_sequence_count,-0.12789244967813512,0.12789244967813512,decreases_probability
target_2,Долгое время реакции,action_extra_count,-0.09817404683296815,0.09817404683296815,decreases_probability
target_2,Долгое время реакции,error_wrong_parameter_value_count,-0.09533972535106107,0.09533972535106107,decreases_probability
target_2,Долгое время реакции,action_mean_interval_s,-0.07055190502282621,0.07055190502282621,decreases_probability
target_2,Долгое время реакции,alarm_active_at_end_count,-0.06970227907555844,0.06970227907555844,decreases_probability
target_2,Долгое время реакции,error_wrong_equipment_count,-0.06428434585846629,0.06428434585846629,decreases_probability
target_2,Долгое время реакции,equipment_state_changed_action_ratio,0.05308915655789771,0.05308915655789771,increases_probability
target_2,Долгое время реакции,alarm_severity_critical_count,-0.05008772995086028,0.05008772995086028,decreases_probability
target_2,Долгое время реакции,expected_completion_ratio,0.04283946373582748,0.04283946373582748,increases_probability
target_2,Долгое время реакции,action_unique_equipment_count,-0.04205336309341434,0.04205336309341434,decreases_probability
target_2,Долгое время реакции,expected_completed_count,0.04169967641952162,0.04169967641952162,increases_probability
target_2,Долгое время реакции,error_mean_interval_s,0.0402557684502927,0.0402557684502927,increases_probability
target_2,Долгое время реакции,alarm_count,-0.035521143983691175,0.035521143983691175,decreases_probability
target_2,Долгое время реакции,session_duration_wall_s,0.033650498298097936,0.033650498298097936,increases_probability
target_2,Долгое время реакции,error_first_at_s,-0.028942388667537858,0.028942388667537858,decreases_probability
target_2,Долгое время реакции,expected_action_count,0.02428567851562518,0.02428567851562518,increases_probability
target_2,Долгое время реакции,session_duration_sim_s,0.024037775402287572,0.024037775402287572,increases_probability
target_2,Долгое время реакции,error_max_interval_s,0.01963440633029098,0.01963440633029098,increases_probability
target_2,Долгое время реакции,equipment_state_observed_action_ratio,-0.01831618503837314,0.01831618503837314,decreases_probability
target_2,Долгое время реакции,error_last_at_s,0.007775108782351023,0.007775108782351023,increases_probability
target_2,Долгое время реакции,alarm_severity_high_count,-0.006945611156583051,0.006945611156583051,decreases_probability
target_3,Непонимание физических процессов,equipment_state_changed_action_ratio,-2.2413736515729354,2.2413736515729354,decreases_probability
target_3,Непонимание физических процессов,error_wrong_parameter_value_count,1.4718962608104,1.4718962608104,increases_probability
target_3,Непонимание физических процессов,error_count,0.44826220402100286,0.44826220402100286,increases_probability
target_3,Непонимание физических процессов,error_wrong_sequence_count,-0.4306224762339212,0.4306224762339212,decreases_probability
target_3,Непонимание физических процессов,alarm_active_at_end_count,0.3708018952377402,0.3708018952377402,increases_probability
target_3,Непонимание физических процессов,alarm_severity_critical_count,0.349226608739369,0.349226608739369,increases_probability
target_3,Непонимание физических процессов,error_missed_action_count,-0.33815246100194085,0.33815246100194085,decreases_probability
target_3,Непонимание физических процессов,error_wrong_action_type_count,0.3154840917517065,0.3154840917517065,increases_probability
target_3,Непонимание физических процессов,action_count,-0.26936363696590454,0.26936363696590454,decreases_probability
target_3,Непонимание физических процессов,error_unique_type_count,0.25563427422739887,0.25563427422739887,increases_probability
target_3,Непонимание физических процессов,action_repeated_count,-0.2375582753230999,0.2375582753230999,decreases_probability
target_3,Непонимание физических процессов,action_correct_ratio,-0.21538816966811017,0.21538816966811017,decreases_probability
target_3,Непонимание физических процессов,alarm_severity_high_count,-0.1532657258862579,0.1532657258862579,decreases_probability
target_3,Непонимание физических процессов,error_delayed_action_count,-0.14723242884050441,0.14723242884050441,decreases_probability
target_3,Непонимание физических процессов,action_extra_count,-0.1380177609832677,0.1380177609832677,decreases_probability
target_3,Непонимание физических процессов,expected_completion_ratio,0.1327169912080234,0.1327169912080234,increases_probability
target_3,Непонимание физических процессов,action_unique_equipment_count,-0.09434450597006164,0.09434450597006164,decreases_probability
target_3,Непонимание физических процессов,alarm_count,0.0891963860796934,0.0891963860796934,increases_probability
target_3,Непонимание физических процессов,expected_completed_count,0.07575570550786254,0.07575570550786254,increases_probability
target_3,Непонимание физических процессов,error_last_at_s,-0.07529423643004395,0.07529423643004395,decreases_probability
target_3,Непонимание физических процессов,error_mean_interval_s,0.05609006727767158,0.05609006727767158,increases_probability
target_3,Непонимание физических процессов,time_to_first_action_s,-0.04671189960379002,0.04671189960379002,decreases_probability
target_3,Непонимание физических процессов,error_max_interval_s,0.044958589502370715,0.044958589502370715,increases_probability
target_3,Непонимание физических процессов,action_max_idle_s,-0.04385115711389276,0.04385115711389276,decreases_probability
target_3,Непонимание физических процессов,expected_action_count,0.04135557769535799,0.04135557769535799,increases_probability
target_3,Непонимание физических процессов,session_duration_sim_s,0.0393524374765749,0.0393524374765749,increases_probability
target_3,Непонимание физических процессов,error_first_at_s,0.03509441754082999,0.03509441754082999,increases_probability
target_3,Непонимание физических процессов,equipment_state_observed_action_ratio,-0.03368239904281229,0.03368239904281229,decreases_probability
target_3,Непонимание физических процессов,action_max_interval_s,-0.02661039264220887,0.02661039264220887,decreases_probability
target_3,Непонимание физических процессов,alarm_max_relevant_action_delay_s,-0.024856769588245554,0.024856769588245554,decreases_probability
target_3,Непонимание физических процессов,session_duration_wall_s,0.005389084553949246,0.005389084553949246,increases_probability
target_3,Непонимание физических процессов,action_mean_interval_s,0.002977427709680077,0.002977427709680077,increases_probability
target_3,Непонимание физических процессов,alarm_mean_relevant_action_delay_s,-0.002190349893566308,0.002190349893566308,decreases_probability
target_3,Непонимание физических процессов,error_wrong_equipment_count,-0.0015211772767207816,0.0015211772767207816,decreases_probability
target_4,Незнание алгоритма или регламента,error_missed_action_count,1.410442157213713,1.410442157213713,increases_probability
target_4,Незнание алгоритма или регламента,error_wrong_sequence_count,1.4035547594577547,1.4035547594577547,increases_probability
target_4,Незнание алгоритма или регламента,error_unique_type_count,1.224237971269313,1.224237971269313,increases_probability
target_4,Незнание алгоритма или регламента,expected_completion_ratio,-0.8787267519507951,0.8787267519507951,decreases_probability
target_4,Незнание алгоритма или регламента,error_count,0.5346370992508485,0.5346370992508485,increases_probability
target_4,Незнание алгоритма или регламента,equipment_state_changed_action_ratio,0.5048713604369867,0.5048713604369867,increases_probability
target_4,Незнание алгоритма или регламента,error_wrong_parameter_value_count,-0.42774326498680737,0.42774326498680737,decreases_probability
target_4,Незнание алгоритма или регламента,expected_completed_count,-0.3183915943943733,0.3183915943943733,decreases_probability
target_4,Незнание алгоритма или регламента,action_correct_ratio,-0.30128493849762666,0.30128493849762666,decreases_probability
target_4,Незнание алгоритма или регламента,error_wrong_equipment_count,-0.2853453567564763,0.2853453567564763,decreases_probability
target_4,Незнание алгоритма или регламента,expected_action_count,0.24833031121200352,0.24833031121200352,increases_probability
target_4,Незнание алгоритма или регламента,action_extra_count,-0.22404878083381555,0.22404878083381555,decreases_probability
target_4,Незнание алгоритма или регламента,action_unique_equipment_count,-0.1636657070893422,0.1636657070893422,decreases_probability
target_4,Незнание алгоритма или регламента,error_delayed_action_count,-0.1630523544933941,0.1630523544933941,decreases_probability
target_4,Незнание алгоритма или регламента,alarm_active_at_end_count,0.16033537663153186,0.16033537663153186,increases_probability
target_4,Незнание алгоритма или регламента,alarm_severity_critical_count,-0.14514206488072418,0.14514206488072418,decreases_probability
target_4,Незнание алгоритма или регламента,alarm_max_relevant_action_delay_s,-0.11051753046089555,0.11051753046089555,decreases_probability
target_4,Незнание алгоритма или регламента,time_to_first_action_s,-0.10499893639628569,0.10499893639628569,decreases_probability
target_4,Незнание алгоритма или регламента,action_repeated_count,-0.0954336208691914,0.0954336208691914,decreases_probability
target_4,Незнание алгоритма или регламента,alarm_mean_relevant_action_delay_s,-0.09508775380932787,0.09508775380932787,decreases_probability
target_4,Незнание алгоритма или регламента,action_count,-0.08851931797646514,0.08851931797646514,decreases_probability
target_4,Незнание алгоритма или регламента,action_max_idle_s,-0.07585586628098921,0.07585586628098921,decreases_probability
target_4,Незнание алгоритма или регламента,alarm_count,-0.07117071143581846,0.07117071143581846,decreases_probability
target_4,Незнание алгоритма или регламента,action_mean_interval_s,0.06386351949648615,0.06386351949648615,increases_probability
target_4,Незнание алгоритма или регламента,action_max_interval_s,-0.06005918036643771,0.06005918036643771,decreases_probability
target_4,Незнание алгоритма или регламента,error_max_interval_s,0.03863548405470425,0.03863548405470425,increases_probability
target_4,Незнание алгоритма или регламента,error_first_at_s,0.03771584359453182,0.03771584359453182,increases_probability
target_4,Незнание алгоритма или регламента,error_wrong_action_type_count,0.031143097820956603,0.031143097820956603,increases_probability
target_4,Незнание алгоритма или регламента,error_last_at_s,0.025905903803232534,0.025905903803232534,increases_probability
target_4,Незнание алгоритма или регламента,session_duration_sim_s,-0.020781824410236474,0.020781824410236474,decreases_probability
target_4,Незнание алгоритма или регламента,alarm_severity_high_count,0.020297613793445454,0.020297613793445454,increases_probability
target_4,Незнание алгоритма или регламента,equipment_state_observed_action_ratio,0.011560811332744154,0.011560811332744154,increases_probability
target_4,Незнание алгоритма или регламента,error_mean_interval_s,0.007496102343889503,0.007496102343889503,increases_probability
target_4,Незнание алгоритма или регламента,session_duration_wall_s,-0.0018376154730305827,0.0018376154730305827,decreases_probability
target_5,Случайная ошибка,action_correct_ratio,2.1286401346871338,2.1286401346871338,increases_probability
target_5,Случайная ошибка,action_count,1.9045758902040504,1.9045758902040504,increases_probability
target_5,Случайная ошибка,error_unique_type_count,1.1468301485345456,1.1468301485345456,increases_probability
target_5,Случайная ошибка,expected_completion_ratio,0.929341918255815,0.929341918255815,increases_probability
target_5,Случайная ошибка,action_repeated_count,0.9257709484615478,0.9257709484615478,increases_probability
target_5,Случайная ошибка,error_wrong_equipment_count,-0.9164470119969158,0.9164470119969158,decreases_probability
target_5,Случайная ошибка,expected_action_count,-0.8073593262807419,0.8073593262807419,decreases_probability
target_5,Случайная ошибка,equipment_state_changed_action_ratio,0.744140166655133,0.744140166655133,increases_probability
target_5,Случайная ошибка,error_count,-0.6281751405925291,0.6281751405925291,decreases_probability
target_5,Случайная ошибка,action_unique_equipment_count,-0.5157771264049147,0.5157771264049147,decreases_probability
target_5,Случайная ошибка,action_extra_count,-0.44842653910654723,0.44842653910654723,decreases_probability
target_5,Случайная ошибка,alarm_severity_critical_count,0.4329788563667265,0.4329788563667265,increases_probability
target_5,Случайная ошибка,alarm_max_relevant_action_delay_s,-0.31070689633221493,0.31070689633221493,decreases_probability
target_5,Случайная ошибка,alarm_mean_relevant_action_delay_s,-0.3058834809490606,0.3058834809490606,decreases_probability
target_5,Случайная ошибка,error_wrong_parameter_value_count,0.28514971964089497,0.28514971964089497,increases_probability
target_5,Случайная ошибка,error_delayed_action_count,-0.24339128083197772,0.24339128083197772,decreases_probability
target_5,Случайная ошибка,action_max_idle_s,-0.20353041905639685,0.20353041905639685,decreases_probability
target_5,Случайная ошибка,alarm_count,0.16429699286392757,0.16429699286392757,increases_probability
target_5,Случайная ошибка,error_max_interval_s,-0.13543848270752412,0.13543848270752412,decreases_probability
target_5,Случайная ошибка,action_mean_interval_s,-0.13346871793532045,0.13346871793532045,decreases_probability
target_5,Случайная ошибка,error_last_at_s,0.12949082714228696,0.12949082714228696,increases_probability
target_5,Случайная ошибка,error_wrong_sequence_count,-0.12485583511402519,0.12485583511402519,decreases_probability
target_5,Случайная ошибка,alarm_severity_high_count,-0.12166267174122646,0.12166267174122646,decreases_probability
target_5,Случайная ошибка,error_first_at_s,-0.09047912279444384,0.09047912279444384,decreases_probability
target_5,Случайная ошибка,session_duration_wall_s,0.08564196216729178,0.08564196216729178,increases_probability
target_5,Случайная ошибка,equipment_state_observed_action_ratio,-0.08350985755766539,0.08350985755766539,decreases_probability
target_5,Случайная ошибка,error_mean_interval_s,-0.07801259375190495,0.07801259375190495,decreases_probability
target_5,Случайная ошибка,session_duration_sim_s,-0.07778899150592958,0.07778899150592958,decreases_probability
target_5,Случайная ошибка,error_missed_action_count,-0.06129522245074894,0.06129522245074894,decreases_probability
target_5,Случайная ошибка,time_to_first_action_s,-0.05971326699316048,0.05971326699316048,decreases_probability
target_5,Случайная ошибка,alarm_active_at_end_count,-0.04875067282252553,0.04875067282252553,decreases_probability
target_5,Случайная ошибка,error_wrong_action_type_count,0.026676311803255918,0.026676311803255918,increases_probability
target_5,Случайная ошибка,action_max_interval_s,-0.01652069244740699,0.01652069244740699,decreases_probability
target_5,Случайная ошибка,expected_completed_count,-0.004470619489644232,0.004470619489644232,decreases_probability
